id,domain,task_difficulty,time_to_reward_days,past_failure_loops,self_efficacy_score,emotional_valence,social_pressure,task_clarity,time_available_hrs,distraction_level,perfectionism_score,reward_proximity,failure_weight,clarity_gap,delay_score,delay_label,primary_delay_cause,nudge_recommendation,acted
4617,Finance,7.63,166.9,11,1.07,0.11,9.65,4.88,2.78,8.58,7.74,0.006,9.823,5.12,89.31,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4618,Studying,4.7,112.1,12,1.78,-3.71,5.18,3.02,3.18,9.16,9.88,0.0088,9.864,6.98,91.11,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4619,Finance,8.85,123.3,11,1.72,4.48,2.01,2.86,5.11,7.91,5.15,0.008,9.108,7.14,94.08,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4620,Career Choice,6.12,42.7,5,2.24,4.71,7.44,7.09,2.7,2.64,8.21,0.0229,3.88,2.91,39.07,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4621,Career Choice,6.55,347.7,6,6.93,-4.37,8.61,8.9,2.09,7.78,4.81,0.0029,1.842,1.1,57.0,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4622,Career Choice,1.99,78.7,1,5.1,-0.31,7.67,3.27,4.24,4.72,5.82,0.0125,0.49,6.73,19.69,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4623,Creative Project,9.88,71.7,1,3.11,-1.66,1.88,3.55,0.32,5.26,9.93,0.0138,0.689,6.45,74.23,High,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,0
4624,Finance,8.61,350.9,7,3.93,-1.98,7.45,4.85,2.06,7.38,5.85,0.0028,4.249,5.15,86.31,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4625,Fitness,5.64,324.5,7,2.96,4.81,6.6,1.95,0.98,3.97,3.93,0.0031,4.928,8.05,84.3,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4626,Health Checkup,9.45,349.8,4,8.39,4.0,3.51,2.96,0.62,1.6,3.79,0.0029,0.644,7.04,63.0,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4627,Creative Project,4.41,20.1,11,6.96,-1.77,4.18,6.06,2.72,7.71,5.91,0.0474,3.344,3.94,41.14,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4628,Career Choice,3.64,322.9,1,3.06,-4.13,3.39,3.15,4.86,8.52,9.3,0.0031,0.694,6.85,80.18,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4629,Creative Project,3.24,315.4,1,1.23,-1.31,4.59,9.08,3.76,7.52,9.77,0.0032,0.877,0.92,62.83,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4630,Finance,4.79,139.9,6,7.88,4.49,7.73,8.89,4.95,6.69,8.8,0.0071,1.272,1.11,36.14,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4631,Health Checkup,3.1,357.3,7,8.69,-0.13,2.56,8.62,0.44,7.62,9.93,0.0028,0.917,1.38,54.8,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4632,Health Checkup,3.27,213.9,1,7.74,2.62,5.2,9.88,0.57,1.11,7.04,0.0047,0.226,0.12,13.55,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4633,Career Choice,1.32,268.7,5,7.63,0.11,4.77,7.16,5.54,5.37,7.19,0.0037,1.185,2.84,30.18,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4634,Studying,8.34,334.1,3,1.72,-4.89,3.97,3.53,2.75,4.24,8.58,0.003,2.484,6.47,92.75,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4635,Health Checkup,9.39,173.6,12,5.57,2.16,6.42,5.2,3.41,9.89,4.15,0.0057,5.316,4.8,89.3,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4636,Health Checkup,6.63,264.9,9,7.59,-1.44,7.01,5.29,0.82,8.86,1.78,0.0038,2.169,4.71,65.58,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4637,Health Checkup,8.58,152.4,10,8.81,-4.46,3.76,7.38,5.66,8.2,6.75,0.0065,1.19,2.62,68.18,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4638,Health Checkup,8.23,35.7,8,8.74,4.63,7.23,7.62,1.42,2.2,5.44,0.0272,1.008,2.38,28.45,Low,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4639,Health Checkup,9.66,143.6,6,5.88,1.6,6.06,5.73,1.09,1.19,2.69,0.0069,2.472,4.27,42.15,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4640,Finance,9.45,121.1,10,3.05,-4.5,3.17,2.26,0.79,3.45,2.52,0.0082,6.95,7.74,88.8,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4641,Creative Project,4.99,148.9,1,9.99,-2.77,3.37,8.55,1.87,4.36,4.94,0.0067,0.001,1.45,26.69,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4642,Studying,7.41,230.3,9,4.76,1.89,9.94,5.86,4.77,9.48,7.12,0.0043,4.716,4.14,69.2,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4643,Studying,7.8,215.8,0,3.71,-1.83,5.22,4.82,2.8,1.63,7.25,0.0046,0.0,5.18,52.3,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4644,Health Checkup,5.04,179.4,2,2.02,1.37,8.57,4.02,3.88,4.64,1.61,0.0055,1.596,5.98,36.91,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4645,Career Choice,7.49,360.3,1,4.1,-3.03,6.65,5.61,1.35,8.91,6.03,0.0028,0.59,4.39,75.19,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4646,Creative Project,6.19,214.1,5,3.21,4.3,1.78,9.86,0.54,5.68,3.99,0.0046,3.395,0.14,60.26,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4647,Fitness,3.81,354.9,0,8.81,-2.2,9.77,5.06,1.49,7.45,2.65,0.0028,0.0,4.94,26.97,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4648,Studying,8.18,264.0,3,1.7,-2.01,6.33,3.8,1.93,6.64,2.12,0.0038,2.49,6.2,66.22,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4649,Health Checkup,6.15,176.3,6,2.46,-4.25,4.8,8.94,3.73,9.34,8.33,0.0056,4.524,1.06,79.4,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4650,Creative Project,9.53,265.7,10,6.49,-4.01,8.16,5.46,3.1,3.41,7.9,0.0037,3.51,4.54,77.91,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4651,Fitness,7.38,326.1,7,7.9,4.85,7.32,5.41,3.51,3.12,3.02,0.0031,1.47,4.59,49.24,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4652,Career Choice,7.19,242.0,11,9.4,0.87,8.16,6.6,2.66,6.79,6.7,0.0041,0.66,3.4,71.65,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4653,Fitness,6.49,143.4,7,1.83,-1.49,0.52,4.82,5.57,5.78,7.2,0.0069,5.719,5.18,79.45,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4654,Health Checkup,4.92,305.2,3,4.98,-1.28,7.51,5.16,4.14,9.75,2.11,0.0033,1.506,4.84,49.37,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4655,Fitness,6.18,208.5,3,8.69,1.56,6.05,1.78,2.43,7.69,1.01,0.0048,0.393,8.22,47.25,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4656,Finance,6.73,1.0,2,6.82,0.77,4.24,2.45,1.84,4.03,4.98,0.5,0.636,7.55,34.64,Medium,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,0
4657,Career Choice,9.54,0.5,0,2.97,0.45,5.01,7.79,2.67,8.05,3.58,0.6667,0.0,2.21,25.51,Low,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,1
4658,Career Choice,8.5,112.6,9,1.79,2.63,5.41,5.89,4.46,8.49,6.41,0.0088,7.389,4.11,78.89,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4659,Health Checkup,5.38,99.5,11,2.74,-3.22,2.1,6.23,1.21,5.98,9.38,0.01,7.986,3.77,76.6,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4660,Health Checkup,5.24,236.8,3,5.23,-1.28,9.88,8.13,3.3,8.08,3.58,0.0042,1.431,1.87,38.36,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4661,Finance,7.35,327.5,5,2.93,0.8,2.61,9.58,1.91,1.16,5.55,0.003,3.535,0.42,72.35,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4662,Studying,2.16,63.7,7,4.34,-2.41,1.38,4.79,2.01,3.15,8.18,0.0155,3.962,5.21,51.28,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4663,Creative Project,7.84,209.0,5,4.33,2.39,6.44,3.09,1.9,6.13,6.94,0.0048,2.835,6.91,73.74,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4664,Finance,4.8,53.5,10,3.28,-0.62,0.02,9.82,1.13,7.12,5.52,0.0183,6.72,0.18,58.26,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4665,Finance,9.66,22.7,2,3.3,0.26,8.45,5.75,4.61,3.46,6.66,0.0422,1.34,4.25,44.01,Medium,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,0
4666,Creative Project,6.29,218.4,6,6.51,1.03,6.58,7.81,4.79,3.01,8.16,0.0046,2.094,2.19,39.33,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4667,Studying,3.21,71.8,3,5.74,3.19,5.54,2.89,4.39,4.59,6.23,0.0137,1.278,7.11,28.0,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4668,Health Checkup,2.35,187.4,7,2.89,3.71,4.34,5.85,5.49,4.41,2.62,0.0053,4.977,4.15,45.25,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4669,Studying,3.25,14.0,12,8.45,1.03,7.11,6.54,3.01,9.77,3.1,0.0667,1.86,3.46,38.57,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4670,Creative Project,4.24,42.1,9,5.7,-1.23,5.16,9.31,3.68,1.27,2.77,0.0232,3.87,0.69,15.6,Low,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4671,Studying,9.36,64.8,12,6.55,-1.49,5.41,5.17,5.99,2.39,6.96,0.0152,4.14,4.83,71.61,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4672,Finance,2.67,32.6,0,5.05,-0.6,7.41,5.0,4.7,8.68,9.66,0.0298,0.0,5.0,19.52,Low,Perfectionism,Set a 'good enough' threshold. Ship the draft.,1
4673,Creative Project,7.41,256.1,7,1.68,4.96,9.83,1.41,4.0,4.94,9.17,0.0039,5.824,8.59,94.44,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4674,Health Checkup,9.55,209.8,9,3.05,-4.67,2.16,5.37,0.5,4.82,9.77,0.0047,6.255,4.63,100.0,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4675,Studying,4.49,20.7,3,3.17,-2.2,5.56,5.25,1.33,4.15,5.75,0.0461,2.049,4.75,40.36,Medium,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,1
4676,Career Choice,8.02,41.0,8,8.41,2.54,0.81,2.27,1.98,4.6,9.5,0.0238,1.272,7.73,57.71,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4677,Finance,2.64,170.8,3,6.39,-1.52,7.65,8.27,4.05,5.71,1.31,0.0058,1.083,1.73,13.13,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4678,Finance,2.26,339.0,11,3.69,-2.73,6.48,7.25,3.27,8.86,1.07,0.0029,6.941,2.75,77.79,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4679,Health Checkup,6.6,215.1,8,4.86,3.99,9.33,6.12,4.76,9.78,6.8,0.0046,4.112,3.88,72.7,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4680,Career Choice,7.21,339.4,1,8.84,1.16,3.1,7.8,4.55,4.1,6.47,0.0029,0.116,2.2,40.67,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4681,Career Choice,3.46,305.3,12,3.89,4.91,8.41,6.57,2.5,7.44,5.39,0.0033,7.332,3.43,68.36,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4682,Creative Project,9.26,221.1,7,5.11,-3.51,1.41,4.86,5.25,4.41,7.07,0.0045,3.423,5.14,80.55,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4683,Career Choice,9.41,86.9,0,1.09,-0.03,1.36,7.98,4.52,8.7,5.29,0.0114,0.0,2.02,65.21,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4684,Finance,8.24,359.0,9,5.23,3.93,4.37,6.07,5.17,7.23,9.07,0.0028,4.293,3.93,93.73,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4685,Fitness,3.27,88.1,8,4.4,0.94,0.1,9.38,3.22,8.85,2.39,0.0112,4.48,0.62,46.39,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4686,Fitness,5.48,318.5,0,1.23,1.12,7.7,6.56,0.72,4.13,5.77,0.0031,0.0,3.44,53.24,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4687,Career Choice,9.35,80.3,9,9.04,-3.43,1.44,3.33,2.08,9.49,4.05,0.0123,0.864,6.67,74.69,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4688,Studying,2.63,35.5,11,9.75,4.86,3.09,7.9,1.34,8.22,6.15,0.0274,0.275,2.1,47.1,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4689,Career Choice,6.9,332.2,6,6.08,-3.01,9.38,3.15,0.71,4.91,3.94,0.003,2.352,6.85,61.5,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4690,Fitness,5.33,127.8,10,7.06,-0.65,3.69,1.59,5.08,8.4,2.88,0.0078,2.94,8.41,59.44,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4691,Fitness,6.86,23.7,2,5.67,-0.15,0.41,8.26,3.98,1.57,8.45,0.0405,0.866,1.74,30.48,Medium,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,1
4692,Fitness,7.18,211.1,9,3.06,0.3,0.69,3.83,3.39,9.0,8.25,0.0047,6.246,6.17,86.09,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4693,Health Checkup,6.42,212.1,9,4.57,0.05,9.62,3.11,4.74,2.68,3.58,0.0047,4.887,6.89,50.78,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4694,Career Choice,2.3,183.6,0,3.88,3.64,5.6,2.71,0.86,1.86,6.87,0.0054,0.0,7.29,41.41,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4695,Fitness,3.36,266.4,5,7.7,0.28,4.21,3.37,5.63,1.61,9.76,0.0037,1.15,6.63,46.43,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4696,Career Choice,9.65,217.1,3,5.89,4.4,4.28,9.91,2.89,6.6,2.68,0.0046,1.233,0.09,46.24,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4697,Finance,6.77,343.9,10,9.58,-2.47,4.57,5.77,0.46,4.59,2.38,0.0029,0.42,4.23,63.34,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4698,Fitness,8.72,338.2,0,8.5,-1.08,0.07,6.84,2.03,6.64,8.84,0.0029,0.0,3.16,58.34,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4699,Career Choice,1.09,36.0,12,7.06,2.26,9.17,1.47,2.52,4.37,4.39,0.027,3.528,8.53,29.45,Low,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4700,Fitness,8.62,303.0,0,9.86,1.18,8.34,8.67,3.95,7.27,4.85,0.0033,0.0,1.33,35.69,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4701,Finance,5.84,209.9,12,5.29,2.0,2.49,1.87,3.71,5.39,3.03,0.0047,5.652,8.13,77.42,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4702,Studying,8.89,307.9,0,7.34,-1.74,1.52,7.25,4.66,6.1,9.35,0.0032,0.0,2.75,60.06,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4703,Finance,8.27,7.2,1,1.24,-0.44,9.07,3.45,0.66,7.88,8.83,0.122,0.876,6.55,52.44,Medium,Overwhelm / Complexity,Break into 3 micro-tasks. Focus only on Step 1.,0
4704,Studying,3.26,238.3,2,1.73,-4.26,6.32,1.44,2.76,4.75,7.06,0.0042,1.654,8.56,62.85,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4705,Studying,5.36,70.5,10,9.39,-3.91,2.19,8.71,1.68,6.51,9.85,0.014,0.61,1.29,53.43,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4706,Studying,1.88,96.4,2,3.25,0.34,7.68,1.12,2.02,2.95,2.76,0.0103,1.35,8.88,27.85,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4707,Studying,5.63,96.8,2,8.23,-0.83,4.03,9.09,3.43,4.73,5.78,0.0102,0.354,0.91,21.05,Low,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4708,Creative Project,6.93,122.1,8,1.37,-4.5,3.6,6.01,4.03,9.29,7.3,0.0081,6.904,3.99,87.46,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4709,Studying,5.9,119.9,5,8.79,-4.47,0.93,3.83,1.52,5.89,7.19,0.0083,0.605,6.17,63.52,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4710,Career Choice,5.09,39.3,10,1.44,-0.19,6.21,9.2,4.85,6.57,7.52,0.0248,8.56,0.8,62.02,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4711,Fitness,8.19,321.2,8,8.84,-3.86,6.7,8.59,5.9,8.56,9.6,0.0031,0.928,1.41,75.8,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4712,Career Choice,4.85,34.3,9,6.92,-1.59,1.11,1.84,0.27,8.52,9.27,0.0283,2.772,8.16,71.95,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4713,Finance,8.59,332.4,6,4.85,0.53,2.9,8.05,4.09,3.11,8.86,0.003,3.09,1.95,71.49,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4714,Creative Project,4.59,181.9,12,5.47,-0.66,6.04,9.01,3.81,1.41,6.96,0.0055,5.436,0.99,43.71,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4715,Career Choice,3.53,282.6,2,3.1,3.02,1.02,4.85,1.31,4.86,3.42,0.0035,1.38,5.15,57.45,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4716,Career Choice,6.53,39.8,10,4.53,-1.88,8.86,5.94,1.59,2.96,4.02,0.0245,5.47,4.06,49.78,Medium,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,1
4717,Fitness,6.93,274.6,3,1.78,-1.39,6.3,1.7,5.88,4.11,2.02,0.0036,2.466,8.3,63.49,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4718,Fitness,9.52,327.3,2,5.37,-2.1,1.88,3.76,5.87,6.2,2.72,0.003,0.926,6.24,74.03,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4719,Studying,7.73,83.1,9,9.0,2.47,4.83,4.42,3.76,9.75,4.67,0.0119,0.9,5.58,61.69,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
4720,Studying,8.93,126.7,8,4.07,4.47,9.89,9.4,1.82,2.77,2.94,0.0078,4.744,0.6,50.44,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4721,Creative Project,7.76,254.3,10,5.46,-4.85,4.47,5.02,0.41,5.06,6.49,0.0039,4.54,4.98,76.7,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4722,Studying,6.17,153.5,11,5.38,-0.93,4.39,6.31,4.91,1.5,2.12,0.0065,5.082,3.69,46.02,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4723,Studying,7.67,96.2,5,2.12,0.06,5.97,3.35,2.05,6.27,9.54,0.0103,3.94,6.65,69.62,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4724,Studying,3.6,135.0,2,5.62,-0.68,3.11,3.26,0.63,4.83,7.96,0.0074,0.876,6.74,37.4,Medium,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,1
4725,Creative Project,5.06,325.2,10,7.01,-2.48,9.1,3.74,2.12,9.99,5.43,0.0031,2.99,6.26,78.83,High,Lack of Immediate Reward,Attach an immediate reward after the task. Use temptation bundling.,0
4726,Career Choice,8.59,7.8,5,4.43,-4.04,4.35,7.06,2.43,9.51,9.94,0.1136,2.785,2.94,65.94,High,Fear of Failure,Reframe failure as data. Start with a 2-minute version.,0
